id,Resistance,Comfort,LWL,BWL
732,4286.73,0.33,10.93,2.53
733,4290.02,0.33,10.93,2.53
734,4290.02,0.33,10.93,2.53
735,4193.48,0.33,10.98,2.53
736,4193.48,0.33,10.98,2.53
737,4196.69,0.33,10.98,2.53
738,4196.69,0.33,10.98,2.53
739,5424.02,0.38,8.0,2.64
740,5424.02,0.38,8.0,2.64
741,4191.71,0.33,10.98,2.53
742,4191.71,0.33,10.98,2.53
743,4291.84,0.33,10.93,2.53
744,4291.84,0.33,10.93,2.53
745,4329.32,0.26,10.93,2.98
746,4329.32,0.26,10.93,2.98
747,4157.48,0.32,11.0,2.53
748,4157.48,0.32,11.0,2.53
749,4286.73,0.33,10.93,2.53
750,4286.73,0.33,10.93,2.53
751,5423.96,0.38,8.0,2.64
752,5423.96,0.38,8.0,2.64
753,5422.86,0.38,8.0,2.63
754,5422.86,0.38,8.0,2.63
755,4154.12,0.32,11.0,2.53
756,4154.12,0.32,11.0,2.53
757,4242.75,0.26,10.98,2.98
758,4242.75,0.26,10.98,2.98
759,5423.82,0.38,8.0,2.63
760,5423.82,0.38,8.0,2.63
761,4171.52,0.32,10.99,2.53
762,4171.52,0.32,10.99,2.53
763,4196.69,0.33,10.98,2.53
764,4196.69,0.33,10.98,2.53
765,4290.02,0.33,10.93,2.53
766,4290.02,0.33,10.93,2.53
767,4196.69,0.33,10.98,2.53
768,4196.69,0.33,10.98,2.53
769,4196.69,0.33,10.98,2.53
770,4196.69,0.33,10.98,2.53
771,4154.12,0.32,11.0,2.53
772,4154.12,0.32,11.0,2.53
773,4191.71,0.33,10.98,2.53
774,4191.71,0.33,10.98,2.53
775,4207.29,0.31,10.98,2.65
776,4207.29,0.31,10.98,2.65
777,4154.12,0.32,11.0,2.53
778,4154.12,0.32,11.0,2.53
779,4196.69,0.33,10.98,2.53
780,4196.69,0.33,10.98,2.53
781,4154.12,0.32,11.0,2.53
782,4154.12,0.32,11.0,2.53
783,4196.69,0.33,10.98,2.53
784,4196.69,0.33,10.98,2.53
785,4205.45,0.31,10.98,2.63
786,4205.45,0.31,10.98,2.63
787,5412.17,0.4,8.0,2.54
788,5412.17,0.4,8.0,2.54
789,4154.89,0.32,11.0,2.53
790,4154.89,0.32,11.0,2.53
791,4196.58,0.33,10.98,2.53
792,4196.58,0.33,10.98,2.53
793,5449.65,0.38,8.02,2.63
794,5449.65,0.38,8.02,2.63
795,4244.35,0.33,10.95,2.53
796,4244.35,0.33,10.95,2.53
797,5422.86,0.38,8.0,2.63
798,5422.86,0.38,8.0,2.63
799,4196.69,0.33,10.98,2.53
800,4196.69,0.33,10.98,2.53
801,4154.12,0.32,11.0,2.53
802,4154.12,0.32,11.0,2.53
803,4154.89,0.32,11.0,2.53
804,4154.89,0.32,11.0,2.53
805,4285.4,0.33,10.93,2.52
806,4285.4,0.33,10.93,2.52
807,4201.85,0.33,10.98,2.53
808,4201.85,0.33,10.98,2.53
809,4154.1,0.32,11.0,2.53
810,4154.1,0.32,11.0,2.53
811,4154.12,0.32,11.0,2.53
812,4154.12,0.32,11.0,2.53
813,4154.12,0.32,11.0,2.53
814,4154.12,0.32,11.0,2.53
815,4154.12,0.32,11.0,2.53
816,4154.12,0.32,11.0,2.53
817,4196.69,0.33,10.98,2.53
818,4196.69,0.33,10.98,2.53
819,4263.91,0.33,10.94,2.54
820,4263.91,0.33,10.94,2.54
821,5514.58,0.38,8.06,2.63
822,5514.58,0.38,8.06,2.63
823,4296.04,0.31,10.93,2.63
824,4296.04,0.31,10.93,2.63
825,5410.1,0.4,8.0,2.52
826,5410.1,0.4,8.0,2.52
827,5422.86,0.38,8.0,2.63
828,5422.86,0.38,8.0,2.63
829,4201.85,0.33,10.98,2.53
830,4201.85,0.33,10.98,2.53
831,4156.11,0.32,11.0,2.53
832,4156.11,0.32,11.0,2.53
833,4195.3,0.33,10.98,2.53
834,4195.3,0.33,10.98,2.53
835,4335.72,0.31,10.91,2.63
836,4335.72,0.31,10.91,2.63
837,5553.53,0.4,8.09,2.53
838,5553.53,0.4,8.09,2.53
839,4154.12,0.32,11.0,2.53
840,4154.12,0.32,11.0,2.53
841,4154.12,0.32,11.0,2.53
842,4154.12,0.32,11.0,2.53
843,4263.67,0.33,10.94,2.54
844,4263.67,0.33,10.94,2.54
845,4196.93,0.33,10.98,2.53
846,4196.93,0.33,10.98,2.53
847,4154.89,0.32,11.0,2.53
848,4154.89,0.32,11.0,2.53
849,4154.12,0.32,11.0,2.53
850,4154.12,0.32,11.0,2.53
851,4262.3,0.33,10.95,2.53
852,4262.3,0.33,10.95,2.53
853,4157.37,0.32,11.0,2.54
854,4157.37,0.32,11.0,2.54
855,4277.17,0.33,10.94,2.52
856,4277.17,0.33,10.94,2.52
857,5470.39,0.38,8.03,2.63
858,5470.39,0.38,8.03,2.63
859,4154.12,0.32,11.0,2.53
860,4154.12,0.32,11.0,2.53
861,4285.52,0.33,10.93,2.52
862,4285.52,0.33,10.93,2.52
863,4277.05,0.33,10.94,2.52
864,4277.05,0.33,10.94,2.52
865,5477.71,0.38,8.03,2.63
866,5477.71,0.38,8.03,2.63
867,4286.27,0.33,10.93,2.52
868,4286.27,0.33,10.93,2.52
869,4271.26,0.31,10.95,2.63
870,4271.26,0.31,10.95,2.63
871,5412.05,0.4,8.0,2.54
872,5412.05,0.4,8.0,2.54
873,4191.71,0.33,10.98,2.53
874,4191.71,0.33,10.98,2.53
875,4156.11,0.32,11.0,2.53
876,4156.11,0.32,11.0,2.53
877,4397.62,0.31,10.88,2.63
878,4397.62,0.31,10.88,2.63
879,5544.25,0.4,8.08,2.52
880,5544.25,0.4,8.08,2.52
881,4201.82,0.33,10.98,2.53
882,4201.82,0.33,10.98,2.53
883,4196.72,0.33,10.98,2.53
884,4196.72,0.33,10.98,2.53
885,4154.89,0.32,11.0,2.53
886,4154.89,0.32,11.0,2.53
887,4519.64,0.33,10.82,2.54
888,4519.64,0.33,10.82,2.54
889,5687.99,0.38,8.17,2.63
890,5687.99,0.38,8.17,2.63
891,4211.26,0.31,10.98,2.63
892,4211.26,0.31,10.98,2.63
893,5411.4,0.4,8.0,2.53
894,5411.4,0.4,8.0,2.53
895,4159.05,0.33,11.0,2.52
896,4159.05,0.33,11.0,2.52
897,4273.94,0.33,10.94,2.53
898,4273.94,0.33,10.94,2.53
899,5410.34,0.4,8.0,2.52
900,5410.34,0.4,8.0,2.52
901,4287.59,0.31,10.94,2.63
902,4287.59,0.31,10.94,2.63
903,4269.14,0.33,10.94,2.53
904,4269.14,0.33,10.94,2.53
905,4154.27,0.32,11.0,2.53
906,4154.27,0.32,11.0,2.53
907,4281.68,0.33,10.94,2.52
908,4281.68,0.33,10.94,2.52
909,4160.58,0.32,11.0,2.54
910,4160.58,0.32,11.0,2.54
911,5422.86,0.38,8.0,2.63
912,5422.86,0.38,8.0,2.63
913,4262.3,0.33,10.95,2.53
914,4262.3,0.33,10.95,2.53
915,4519.64,0.33,10.82,2.54
916,4519.64,0.33,10.82,2.54
917,5422.86,0.38,8.0,2.63
918,5422.86,0.38,8.0,2.63
919,5422.86,0.38,8.0,2.63
920,5422.86,0.38,8.0,2.63
921,4159.05,0.33,11.0,2.52
922,4159.05,0.33,11.0,2.52
923,4165.89,0.33,10.99,2.52
924,4165.89,0.33,10.99,2.52
925,4270.27,0.33,10.94,2.52
926,4270.27,0.33,10.94,2.52
927,5472.38,0.4,8.04,2.52
928,5472.38,0.4,8.04,2.52
929,4305.68,0.31,10.93,2.63
930,4305.68,0.31,10.93,2.63
931,4262.25,0.33,10.95,2.53
932,4262.25,0.33,10.95,2.53
933,5422.92,0.38,8.0,2.63
934,5422.92,0.38,8.0,2.63
935,4155.47,0.33,11.0,2.52
936,4155.47,0.33,11.0,2.52
937,4412.77,0.33,10.87,2.52
938,4412.77,0.33,10.87,2.52
939,5585.15,0.4,8.11,2.52
940,5585.15,0.4,8.11,2.52
941,4327.57,0.33,10.91,2.52
942,4327.57,0.33,10.91,2.52
943,5555.24,0.4,8.09,2.53
944,5555.24,0.4,8.09,2.53
945,4164.76,0.33,10.99,2.52
946,4164.76,0.33,10.99,2.52
947,4278.36,0.33,10.94,2.52
948,4278.36,0.33,10.94,2.52
949,4159.05,0.33,11.0,2.52
950,4159.05,0.33,11.0,2.52
951,5472.38,0.4,8.04,2.52
952,5472.38,0.4,8.04,2.52
953,4156.13,0.32,11.0,2.54
954,4156.13,0.32,11.0,2.54
955,4285.5,0.33,10.93,2.52
956,4285.5,0.33,10.93,2.52
957,5634.23,0.4,8.14,2.53
958,5634.23,0.4,8.14,2.53
959,4446.97,0.31,10.86,2.63
960,4446.97,0.31,10.86,2.63
961,5422.86,0.38,8.0,2.63
962,5422.86,0.38,8.0,2.63
963,4153.3,0.33,11.0,2.52
964,4153.3,0.33,11.0,2.52
965,4166.89,0.32,10.99,2.53
966,4166.89,0.32,10.99,2.53
967,5548.87,0.4,8.08,2.52
968,5548.87,0.4,8.08,2.52
969,4322.8,0.33,10.92,2.53
970,4322.8,0.33,10.92,2.53
971,4327.34,0.33,10.91,2.53
972,4327.34,0.33,10.91,2.53
973,4157.73,0.33,11.0,2.52
974,4157.73,0.33,11.0,2.52
975,5422.86,0.38,8.0,2.63
976,5422.86,0.38,8.0,2.63
977,4328.36,0.33,10.91,2.52
978,4328.36,0.33,10.91,2.52
979,4276.38,0.33,10.94,2.52
980,4276.38,0.33,10.94,2.52
981,5583.3,0.38,8.1,2.63
982,5583.3,0.38,8.1,2.63
983,4351.96,0.33,10.9,2.52
984,4351.96,0.33,10.9,2.52
985,4165.89,0.33,10.99,2.52
986,4165.89,0.33,10.99,2.52
987,4327.57,0.33,10.91,2.52
988,4327.57,0.33,10.91,2.52
989,4412.77,0.33,10.87,2.52
990,4412.77,0.33,10.87,2.52
991,4281.68,0.33,10.94,2.52
992,4281.68,0.33,10.94,2.52
993,4165.89,0.33,10.99,2.52
994,4165.89,0.33,10.99,2.52
995,4277.17,0.33,10.94,2.52
996,4277.17,0.33,10.94,2.52
997,5410.34,0.4,8.0,2.52
998,5410.34,0.4,8.0,2.52
999,4154.12,0.32,11.0,2.53
1000,4154.12,0.32,11.0,2.53
1001,4167.62,0.33,10.99,2.52
1002,4167.62,0.33,10.99,2.52
1003,5419.81,0.4,8.01,2.52
1004,5419.81,0.4,8.01,2.52
1005,4166.51,0.33,10.99,2.52
1006,4166.51,0.33,10.99,2.52
1007,4276.55,0.33,10.94,2.52
1008,4276.55,0.33,10.94,2.52
1009,5410.43,0.4,8.0,2.52
1010,5410.43,0.4,8.0,2.52
1011,4153.23,0.33,11.0,2.52
1012,4153.23,0.33,11.0,2.52
1013,4159.03,0.32,11.0,2.56
1014,4159.03,0.32,11.0,2.56
1015,4364.74,0.33,10.89,2.52
1016,4364.74,0.33,10.89,2.52
1017,5581.71,0.4,8.11,2.52
1018,5581.71,0.4,8.11,2.52
1019,4412.77,0.33,10.87,2.52
1020,4412.77,0.33,10.87,2.52
1021,4153.3,0.33,11.0,2.52
1022,4153.3,0.33,11.0,2.52
1023,4327.57,0.33,10.91,2.52
1024,4327.57,0.33,10.91,2.52
1025,4327.57,0.33,10.91,2.52
1026,4327.57,0.33,10.91,2.52
1027,4281.68,0.33,10.94,2.52
1028,4281.68,0.33,10.94,2.52
1029,5410.34,0.4,8.0,2.52
1030,5410.34,0.4,8.0,2.52
1031,4364.01,0.33,10.89,2.52
1032,4364.01,0.33,10.89,2.52
1033,4277.88,0.33,10.94,2.52
1034,4277.88,0.33,10.94,2.52
1035,4281.68,0.33,10.94,2.52
1036,4281.68,0.33,10.94,2.52
1037,4165.89,0.33,10.99,2.52
1038,4165.89,0.33,10.99,2.52
1039,4366.29,0.33,10.89,2.52
1040,4366.29,0.33,10.89,2.52
1041,4165.28,0.33,10.99,2.52
1042,4165.28,0.33,10.99,2.52
1043,4164.76,0.33,10.99,2.52
1044,4164.76,0.33,10.99,2.52
1045,4155.47,0.33,11.0,2.52
1046,4155.47,0.33,11.0,2.52
1047,4413.36,0.33,10.87,2.52
1048,4413.36,0.33,10.87,2.52
1049,4167.35,0.33,10.99,2.52
1050,4167.35,0.33,10.99,2.52
1051,4327.65,0.33,10.91,2.52
1052,4327.65,0.33,10.91,2.52
1053,4412.68,0.33,10.87,2.52
1054,4412.68,0.33,10.87,2.52
1055,5728.51,0.4,8.21,2.52
1056,5728.51,0.4,8.21,2.52
1057,4588.57,0.33,10.79,2.52
1058,4588.57,0.33,10.79,2.52
1059,4368.72,0.33,10.89,2.55
1060,4368.72,0.33,10.89,2.55
1061,4155.27,0.33,11.0,2.52
1062,4155.27,0.33,11.0,2.52
1063,4282.91,0.33,10.93,2.52
1064,4282.91,0.33,10.93,2.52
1065,4156.87,0.33,11.0,2.52
1066,4156.87,0.33,11.0,2.52
1067,4337.84,0.33,10.91,2.52
1068,4337.84,0.33,10.91,2.52
1069,4156.56,0.33,11.0,2.52
1070,4156.56,0.33,11.0,2.52
1071,4276.69,0.33,10.94,2.52
1072,4276.69,0.33,10.94,2.52
1073,4168.7,0.33,10.99,2.52
1074,4168.7,0.33,10.99,2.52
1075,4276.06,0.33,10.94,2.52
1076,4276.06,0.33,10.94,2.52
1077,4281.68,0.33,10.94,2.52
1078,4281.68,0.33,10.94,2.52
1079,5410.34,0.4,8.0,2.52
1080,5410.34,0.4,8.0,2.52
1081,4327.57,0.33,10.91,2.52
1082,4327.57,0.33,10.91,2.52
1083,4277.17,0.33,10.94,2.52
1084,4277.17,0.33,10.94,2.52
1085,4364.14,0.33,10.89,2.52
1086,4364.14,0.33,10.89,2.52
1087,4168.67,0.33,10.99,2.52
1088,4168.67,0.33,10.99,2.52
1089,5569.13,0.4,8.1,2.52
1090,5569.13,0.4,8.1,2.52
1091,4418.55,0.33,10.87,2.52
1092,4418.55,0.33,10.87,2.52
1093,4284.01,0.33,10.93,2.52
1094,4284.01,0.33,10.93,2.52
1095,4154.61,0.33,11.0,2.52
1096,4154.61,0.33,11.0,2.52
1097,4325.84,0.33,10.91,2.52
1098,4325.84,0.33,10.91,2.52
1099,4278.88,0.33,10.94,2.52
1100,4278.88,0.33,10.94,2.52
1101,4276.56,0.33,10.94,2.52
1102,4276.56,0.33,10.94,2.52
1103,4282.29,0.33,10.93,2.52
1104,4282.29,0.33,10.93,2.52
1105,4153.3,0.33,11.0,2.52
1106,4153.3,0.33,11.0,2.52
1107,4412.77,0.33,10.87,2.52
1108,4412.77,0.33,10.87,2.52
1109,4327.57,0.33,10.91,2.52
1110,4327.57,0.33,10.91,2.52
1111,4281.68,0.33,10.94,2.52
1112,4281.68,0.33,10.94,2.52
1113,4326.3,0.33,10.91,2.52
1114,4326.3,0.33,10.91,2.52
1115,4364.27,0.33,10.89,2.52
1116,4364.27,0.33,10.89,2.52
1117,4410.28,0.33,10.87,2.52
1118,4410.28,0.33,10.87,2.52
1119,4284.09,0.33,10.93,2.52
1120,4284.09,0.33,10.93,2.52
1121,4296.1,0.33,10.93,2.52
1122,4296.1,0.33,10.93,2.52
1123,5473.91,0.4,8.04,2.52
1124,5473.91,0.4,8.04,2.52
1125,4281.05,0.33,10.94,2.52
1126,4281.05,0.33,10.94,2.52
1127,4155.51,0.33,11.0,2.52
1128,4155.51,0.33,11.0,2.52
1129,4412.77,0.33,10.87,2.52
1130,4412.77,0.33,10.87,2.52
1131,4276.56,0.33,10.94,2.52
1132,4276.56,0.33,10.94,2.52
1133,4284.01,0.33,10.93,2.52
1134,4284.01,0.33,10.93,2.52
1135,4412.77,0.33,10.87,2.52
1136,4412.77,0.33,10.87,2.52
1137,4410.28,0.33,10.87,2.52
1138,4410.28,0.33,10.87,2.52
1139,4622.64,0.33,10.77,2.52
1140,4622.64,0.33,10.77,2.52
1141,4276.56,0.33,10.94,2.52
1142,4276.56,0.33,10.94,2.52
1143,4296.1,0.33,10.93,2.52
1144,4296.1,0.33,10.93,2.52
1145,4327.79,0.33,10.91,2.52
1146,4327.79,0.33,10.91,2.52
1147,4295.88,0.33,10.93,2.52
1148,4295.88,0.33,10.93,2.52
1149,5410.34,0.4,8.0,2.52
1150,5410.34,0.4,8.0,2.52
1151,4327.57,0.33,10.91,2.52
1152,4327.57,0.33,10.91,2.52
1153,4280.57,0.33,10.94,2.52
1154,4280.57,0.33,10.94,2.52
1155,4296.58,0.33,10.93,2.52
1156,4296.58,0.33,10.93,2.52
1157,4412.87,0.33,10.87,2.52
1158,4412.87,0.33,10.87,2.52
1159,4363.91,0.33,10.89,2.52
1160,4363.91,0.33,10.89,2.52
1161,4410.22,0.33,10.87,2.52
1162,4410.22,0.33,10.87,2.52
1163,4412.83,0.33,10.87,2.52
1164,4412.83,0.33,10.87,2.52
1165,4410.64,0.33,10.87,2.52
1166,4410.64,0.33,10.87,2.52
1167,4622.26,0.33,10.77,2.52
1168,4622.26,0.33,10.77,2.52
1169,4276.08,0.33,10.94,2.52
1170,4276.08,0.33,10.94,2.52
1171,4397.2,0.33,10.88,2.52
1172,4397.2,0.33,10.88,2.52
1173,5556.53,0.4,8.09,2.52
1174,5556.53,0.4,8.09,2.52
1175,5410.34,0.4,8.0,2.52
1176,5410.34,0.4,8.0,2.52
1177,4284.01,0.33,10.93,2.52
1178,4284.01,0.33,10.93,2.52
1179,4327.79,0.33,10.91,2.52
1180,4327.79,0.33,10.91,2.52
1181,4366.86,0.33,10.89,2.52
1182,4366.86,0.33,10.89,2.52
1183,4409.65,0.33,10.87,2.52
1184,4409.65,0.33,10.87,2.52
1185,4153.23,0.33,11.0,2.52
1186,4153.23,0.33,11.0,2.52
1187,4296.17,0.33,10.93,2.52
1188,4296.17,0.33,10.93,2.52
1189,4276.08,0.33,10.94,2.52
1190,4276.08,0.33,10.94,2.52
1191,4334.53,0.33,10.91,2.52
1192,4334.53,0.33,10.91,2.52
1193,4366.7,0.33,10.89,2.52
1194,4366.7,0.33,10.89,2.52
1195,5475.1,0.4,8.04,2.52
1196,5475.1,0.4,8.04,2.52
1197,4366.89,0.33,10.89,2.52
1198,4366.89,0.33,10.89,2.52
1199,4276.04,0.33,10.94,2.52
1200,4276.04,0.33,10.94,2.52
1201,4155.27,0.33,11.0,2.52
1202,4155.27,0.33,11.0,2.52
1203,4364.01,0.33,10.89,2.52
1204,4364.01,0.33,10.89,2.52
1205,4364.01,0.33,10.89,2.52
1206,4364.01,0.33,10.89,2.52
1207,4366.28,0.33,10.89,2.52
1208,4366.28,0.33,10.89,2.52
1209,4364.01,0.33,10.89,2.52
1210,4364.01,0.33,10.89,2.52
1211,4622.64,0.33,10.77,2.52
1212,4622.64,0.33,10.77,2.52
1213,4423.22,0.33,10.87,2.52
1214,4423.22,0.33,10.87,2.52
1215,4152.9,0.33,11.0,2.52
1216,4152.9,0.33,11.0,2.52
1217,4396.89,0.33,10.88,2.52
1218,4396.89,0.33,10.88,2.52
1219,4410.54,0.33,10.87,2.52
1220,4410.54,0.33,10.87,2.52
1221,4397.2,0.33,10.88,2.52
1222,4397.2,0.33,10.88,2.52
1223,4412.4,0.33,10.87,2.52
1224,4412.4,0.33,10.87,2.52
1225,4412.87,0.33,10.87,2.52
1226,4412.87,0.33,10.87,2.52
1227,4366.7,0.33,10.89,2.52
1228,4366.7,0.33,10.89,2.52
1229,4622.64,0.33,10.77,2.52
1230,4622.64,0.33,10.77,2.52
1231,4364.01,0.33,10.89,2.52
1232,4364.01,0.33,10.89,2.52
1233,4622.64,0.33,10.77,2.52
1234,4622.64,0.33,10.77,2.52
1235,4157.29,0.33,11.0,2.52
1236,4157.29,0.33,11.0,2.52
1237,4396.13,0.33,10.88,2.52
1238,4396.13,0.33,10.88,2.52
1239,4276.08,0.33,10.94,2.52
1240,4276.08,0.33,10.94,2.52
1241,4397.2,0.33,10.88,2.52
1242,4397.2,0.33,10.88,2.52
1243,4364.01,0.33,10.89,2.52
1244,4364.01,0.33,10.89,2.52
1245,4622.64,0.33,10.77,2.52
1246,4622.64,0.33,10.77,2.52
1247,4155.27,0.33,11.0,2.52
1248,4155.27,0.33,11.0,2.52
1249,4622.64,0.33,10.77,2.52
1250,4622.64,0.33,10.77,2.52
1251,4276.08,0.33,10.94,2.52
1252,4276.08,0.33,10.94,2.52
1253,4622.64,0.33,10.77,2.52
1254,4622.64,0.33,10.77,2.52
1255,4410.21,0.33,10.87,2.52
1256,4410.21,0.33,10.87,2.52
1257,4396.9,0.33,10.88,2.52
1258,4396.9,0.33,10.88,2.52
1259,4422.95,0.33,10.87,2.52
1260,4422.95,0.33,10.87,2.52
1261,4410.49,0.33,10.87,2.52
1262,4410.49,0.33,10.87,2.52
1263,4396.85,0.33,10.88,2.52
1264,4396.85,0.33,10.88,2.52
1265,4423.57,0.33,10.87,2.52
1266,4423.57,0.33,10.87,2.52
1267,4412.87,0.33,10.87,2.52
1268,4412.87,0.33,10.87,2.52
1269,4156.73,0.33,11.0,2.52
1270,4156.73,0.33,11.0,2.52
1271,4366.06,0.33,10.89,2.52
1272,4366.06,0.33,10.89,2.52
1273,4371.26,0.32,10.89,2.57
1274,4371.26,0.32,10.89,2.57
1275,5410.34,0.4,8.0,2.52
1276,5410.34,0.4,8.0,2.52
1277,4396.85,0.33,10.88,2.52
1278,4396.85,0.33,10.88,2.52
1279,4364.01,0.33,10.89,2.52
1280,4364.01,0.33,10.89,2.52
1281,5410.34,0.4,8.0,2.52
1282,5410.34,0.4,8.0,2.52
1283,4366.64,0.33,10.89,2.52
1284,4366.64,0.33,10.89,2.52
1285,4364.07,0.33,10.89,2.52
1286,4364.07,0.33,10.89,2.52
1287,4396.85,0.33,10.88,2.52
1288,4396.85,0.33,10.88,2.52
1289,4423.22,0.33,10.87,2.52
1290,4423.22,0.33,10.87,2.52
1291,4156.73,0.33,11.0,2.52
1292,4156.73,0.33,11.0,2.52
1293,4412.87,0.33,10.87,2.52
1294,4412.87,0.33,10.87,2.52
1295,4364.01,0.33,10.89,2.52
1296,4364.01,0.33,10.89,2.52
1297,4622.64,0.33,10.77,2.52
1298,4622.64,0.33,10.77,2.52
1299,4568.04,0.33,10.8,2.52
1300,4568.04,0.33,10.8,2.52
1301,4157.29,0.33,11.0,2.52
1302,4157.29,0.33,11.0,2.52
1303,4276.47,0.33,10.94,2.52
1304,4276.47,0.33,10.94,2.52
1305,4622.23,0.33,10.77,2.52
1306,4622.23,0.33,10.77,2.52
1307,4364.14,0.33,10.89,2.52
1308,4364.14,0.33,10.89,2.52
1309,4278.53,0.33,10.94,2.52
1310,4278.53,0.33,10.94,2.52
1311,4573.39,0.33,10.8,2.52
1312,4573.39,0.33,10.8,2.52
1313,4391.73,0.33,10.88,2.52
1314,4391.73,0.33,10.88,2.52
1315,5410.32,0.4,8.0,2.52
1316,5410.32,0.4,8.0,2.52
1317,4276.09,0.33,10.94,2.52
1318,4276.09,0.33,10.94,2.52
1319,4278.57,0.33,10.94,2.52
1320,4278.57,0.33,10.94,2.52
1321,4155.66,0.33,11.0,2.52
1322,4155.66,0.33,11.0,2.52
1323,4285.81,0.33,10.93,2.52
1324,4285.81,0.33,10.93,2.52
1325,4558.02,0.33,10.8,2.52
1326,4558.02,0.33,10.8,2.52
1327,4154.34,0.33,11.0,2.52
1328,4154.34,0.33,11.0,2.52
1329,4281.85,0.33,10.93,2.52
1330,4281.85,0.33,10.93,2.52
1331,4627.07,0.33,10.77,2.52
1332,4627.07,0.33,10.77,2.52
1333,4359.86,0.33,10.9,2.52
1334,4359.86,0.33,10.9,2.52
1335,5564.45,0.4,8.09,2.52
1336,5564.45,0.4,8.09,2.52
1337,4407.96,0.33,10.87,2.52
1338,4407.96,0.33,10.87,2.52
1339,4364.01,0.33,10.89,2.52
1340,4364.01,0.33,10.89,2.52
1341,4364.13,0.33,10.89,2.52
1342,4364.13,0.33,10.89,2.52
1343,4364.14,0.33,10.89,2.52
1344,4364.14,0.33,10.89,2.52
1345,4568.04,0.33,10.8,2.52
1346,4568.04,0.33,10.8,2.52
1347,4568.04,0.33,10.8,2.52
1348,4568.04,0.33,10.8,2.52
1349,4154.34,0.33,11.0,2.52
1350,4154.34,0.33,11.0,2.52
1351,4373.98,0.33,10.89,2.52
1352,4373.98,0.33,10.89,2.52
1353,4562.91,0.33,10.8,2.52
1354,4562.91,0.33,10.8,2.52
1355,4364.01,0.33,10.89,2.52
1356,4364.01,0.33,10.89,2.52
1357,4276.08,0.33,10.94,2.52
1358,4276.08,0.33,10.94,2.52
1359,4353.9,0.33,10.9,2.52
1360,4353.9,0.33,10.9,2.52
1361,4165.43,0.33,10.99,2.52
1362,4165.43,0.33,10.99,2.52
1363,5510.14,0.4,8.06,2.52
1364,5510.14,0.4,8.06,2.52
1365,4409.85,0.33,10.87,2.52
1366,4409.85,0.33,10.87,2.52
1367,4622.64,0.33,10.77,2.52
1368,4622.64,0.33,10.77,2.52
1369,4353.9,0.33,10.9,2.52
1370,4353.9,0.33,10.9,2.52
1371,4622.64,0.33,10.77,2.52
1372,4622.64,0.33,10.77,2.52
1373,4154.33,0.33,11.0,2.52
1374,4154.33,0.33,11.0,2.52
1375,4276.08,0.33,10.94,2.52
1376,4276.08,0.33,10.94,2.52
1377,4351.4,0.33,10.9,2.52
1378,4351.4,0.33,10.9,2.52
1379,4158.26,0.33,11.0,2.52
1380,4158.26,0.33,11.0,2.52
1381,4364.01,0.33,10.89,2.52
1382,4364.01,0.33,10.89,2.52
1383,4364.13,0.33,10.89,2.52
1384,4364.13,0.33,10.89,2.52
1385,5410.32,0.4,8.0,2.52
1386,5410.32,0.4,8.0,2.52
1387,4153.23,0.33,11.0,2.52
1388,4153.23,0.33,11.0,2.52
1389,5735.91,0.4,8.22,2.52
1390,5735.91,0.4,8.22,2.52
1391,4758.52,0.33,10.71,2.52
1392,4758.52,0.33,10.71,2.52
1393,4159.64,0.33,11.0,2.52
1394,4159.64,0.33,11.0,2.52
1395,4360.17,0.33,10.9,2.52
1396,4360.17,0.33,10.9,2.52
1397,4581.09,0.33,10.79,2.52
1398,4581.09,0.33,10.79,2.52
1399,4264.01,0.33,10.94,2.52
1400,4264.01,0.33,10.94,2.52
1401,4371.31,0.33,10.89,2.52
1402,4371.31,0.33,10.89,2.52
1403,4154.74,0.33,11.0,2.52
1404,4154.74,0.33,11.0,2.52
1405,4568.04,0.33,10.8,2.52
1406,4568.04,0.33,10.8,2.52
1407,4153.23,0.33,11.0,2.52
1408,4153.23,0.33,11.0,2.52
1409,4581.09,0.33,10.79,2.52
1410,4581.09,0.33,10.79,2.52
1411,4353.9,0.33,10.9,2.52
1412,4353.9,0.33,10.9,2.52
1413,4159.64,0.33,11.0,2.52
1414,4159.64,0.33,11.0,2.52
1415,4353.9,0.33,10.9,2.52
1416,4353.9,0.33,10.9,2.52
1417,4566.02,0.33,10.8,2.52
1418,4566.02,0.33,10.8,2.52
1419,4277.95,0.33,10.94,2.52
1420,4277.95,0.33,10.94,2.52
1421,4364.01,0.33,10.89,2.52
1422,4364.01,0.33,10.89,2.52
1423,4351.4,0.33,10.9,2.52
1424,4351.4,0.33,10.9,2.52
1425,4276.08,0.33,10.94,2.52
1426,4276.08,0.33,10.94,2.52
1427,4163.28,0.33,10.99,2.52
1428,4163.28,0.33,10.99,2.52
1429,4579.97,0.33,10.79,2.52
1430,4579.97,0.33,10.79,2.52
1431,4153.23,0.33,11.0,2.52
1432,4153.23,0.33,11.0,2.52
1433,5440.03,0.4,8.02,2.52
1434,5440.03,0.4,8.02,2.52
1435,4302.8,0.33,10.92,2.52
1436,4302.8,0.33,10.92,2.52
1437,4157.3,0.33,11.0,2.52
1438,4157.3,0.33,11.0,2.52
1439,4372.72,0.33,10.89,2.52
1440,4372.72,0.33,10.89,2.52
1441,4363.84,0.33,10.89,2.52
1442,4363.84,0.33,10.89,2.52
1443,4354.07,0.33,10.9,2.52
