id,Resistance,Rv,Ri,Rr,Rincli,Comfort,CS,LWL,BWL,Draft,Displacement,AWP,LCB,LCF,constraint1,constraint2,constraint3,constraint4,constraint5,valid
155,1194.3152,448.0448,744.0312,2.2392,0.0000,16.6958,1.9945,10.5877,3.4467,0.5463,6.8700,0.7088,4.2364,4.3264,False,False,False,False,False,False
156,1246.3795,393.0509,849.7929,3.5357,0.0000,12.9699,1.6571,10.2155,2.8636,0.6465,6.8700,0.7042,4.5913,4.4539,False,False,False,False,False,True
157,1339.2302,385.1165,950.5491,3.5646,0.0000,13.0382,1.6546,10.3978,2.8592,0.6407,6.8700,0.6857,4.8410,4.2258,False,False,False,False,False,True
158,1760.6684,421.5775,1337.5797,1.5112,0.0000,12.8431,1.9368,9.2740,3.3469,0.5006,6.8700,0.6837,4.9220,4.5674,False,True,False,False,False,False
159,1208.3355,427.9070,777.7721,2.6564,0.0000,16.5719,1.9793,10.2234,3.4203,0.5717,6.8700,0.7075,4.1972,4.4147,False,False,False,False,False,False
160,1518.8601,391.0149,1125.3847,2.4604,0.0000,11.9811,1.6852,9.6488,2.9121,0.6077,6.8700,0.7075,4.3064,4.1369,False,False,False,False,False,True
161,1200.2661,417.9892,779.2568,3.0201,0.0000,17.8607,1.9558,10.2269,3.3798,0.6362,6.8700,0.6955,4.3555,4.5150,False,False,False,False,False,False
162,1308.6651,435.7845,870.0967,2.7839,0.0000,17.6540,1.9817,10.5979,3.4245,0.5885,6.8700,0.7027,4.6688,4.3102,False,False,False,False,False,False
163,1403.5431,417.1286,983.4619,2.9526,0.0000,11.9920,1.7463,10.1310,3.0177,0.5347,6.8700,0.6948,4.4384,4.0653,False,False,False,False,False,True
164,1060.6733,444.6985,613.9583,2.0165,0.0000,15.9732,1.9188,10.8832,3.3159,0.5511,6.8700,0.6976,4.2157,4.5511,False,False,False,False,False,False
165,1164.3819,419.3655,742.2579,2.7585,0.0000,17.2380,1.9676,10.1598,3.4001,0.6086,6.8700,0.6949,4.1985,4.5226,False,False,False,False,False,False
166,1411.9112,393.4872,1016.9244,1.4997,0.0000,18.8935,2.0979,9.1215,3.6253,0.6534,6.8700,0.6892,4.2221,4.7463,True,False,False,False,True,False
167,1419.4003,401.3146,1015.0426,3.0431,0.0000,15.2199,1.8434,9.8629,3.1855,0.6323,6.8700,0.6809,4.7319,4.5801,False,False,False,False,False,False
168,1509.6642,391.5255,1115.9758,2.1629,0.0000,9.8397,1.6241,9.5620,2.8065,0.5379,6.8700,0.6972,4.2647,4.2088,False,False,False,False,False,True
169,1334.6515,413.1050,918.6136,2.9330,0.0000,12.6089,1.7274,10.8077,2.9851,0.5410,6.8700,0.6950,4.9895,4.1655,False,False,False,False,False,True
170,1046.1250,422.9850,620.7840,2.3560,0.0000,11.8874,1.6896,10.7247,2.9197,0.5371,6.8700,0.6974,4.2635,4.6756,False,False,False,False,False,True
171,1255.1992,425.7019,826.3780,3.1193,0.0000,13.1992,1.8225,10.4398,3.1494,0.5233,6.8700,0.6943,4.8590,4.6484,False,False,False,False,False,True
172,1155.1603,411.0486,741.0714,3.0404,0.0000,16.6553,1.9260,10.4550,3.3283,0.5964,6.8700,0.6966,4.6928,4.7726,False,False,False,False,False,False
173,1298.6489,405.3643,890.4868,2.7979,0.0000,12.9591,1.7780,10.0617,3.0725,0.5633,6.8700,0.6917,4.3222,4.2876,False,False,False,False,False,True
174,1432.4294,413.1387,1016.0375,3.2532,0.0000,15.0108,1.8913,10.2478,3.2683,0.5660,6.8700,0.6915,4.7056,4.0647,False,False,False,False,False,True
175,1244.0525,393.4174,847.0996,3.5356,0.0000,12.9701,1.6571,10.2156,2.8636,0.6465,6.8700,0.7043,4.5913,4.4539,False,False,False,False,False,True
176,1130.4454,395.4631,731.7428,3.2395,0.0000,15.0318,1.7740,10.4571,3.0656,0.6381,6.8700,0.6964,4.6928,4.7726,False,False,False,False,False,False
177,1079.7436,414.1334,663.0121,2.5981,0.0000,14.9224,1.8178,10.5307,3.1413,0.5964,6.8700,0.6843,4.2655,4.5768,False,False,False,False,False,False
178,1292.3032,405.0887,884.0072,3.2073,0.0000,20.1650,2.0820,10.1816,3.5979,0.6361,6.8700,0.7028,4.5962,4.2928,False,False,False,False,True,False
179,1753.6881,380.5478,1371.0232,2.1171,0.0000,15.9484,1.9347,9.2733,3.3433,0.6378,6.8700,0.6976,4.9866,4.3338,False,False,False,False,False,False
180,1213.9821,417.4377,793.5435,3.0009,0.0000,17.8665,1.9621,10.1612,3.3908,0.6362,6.8700,0.6955,4.3520,4.5148,False,False,False,False,False,False
181,1164.4626,419.3308,742.3729,2.7589,0.0000,17.2292,1.9671,10.1598,3.3993,0.6086,6.8700,0.6949,4.1985,4.5223,False,False,False,False,False,False
182,996.8683,414.9622,579.8199,2.0862,0.0000,10.3411,1.5914,10.9759,2.7501,0.5145,6.8700,0.6953,4.2030,4.5628,False,False,False,False,False,True
183,1589.6948,409.0905,1179.2291,1.3752,0.0000,11.6255,1.8435,9.2530,3.1857,0.5024,6.8700,0.6928,4.3617,4.7645,False,False,False,False,False,True
184,1133.7092,432.8693,698.5339,2.3060,0.0000,17.0803,1.9793,10.5533,3.4203,0.5717,6.8700,0.7075,4.1805,4.4147,False,False,False,False,False,False
185,1443.7752,411.1709,1028.7973,3.8070,0.0000,11.2810,1.6576,10.2212,2.8644,0.5565,6.8700,0.6881,4.9998,4.3844,False,False,False,False,False,True
186,1566.3643,389.6008,1175.0446,1.7189,0.0000,8.7562,1.5851,9.2835,2.7393,0.5155,6.8700,0.6951,4.2030,4.5628,False,False,False,False,False,True
187,1196.4716,422.6328,771.1185,2.7203,0.0000,17.1388,1.9793,10.2234,3.4203,0.5931,6.8700,0.7077,4.1972,4.4147,False,False,False,False,False,False
188,1062.9091,453.8246,607.0794,2.0052,0.0000,17.5370,2.0235,10.8133,3.4968,0.5463,6.8700,0.7088,4.2388,4.7094,False,False,False,False,True,False
189,1151.2173,431.9187,717.0325,2.2661,0.0000,11.9184,1.7248,10.7247,2.9805,0.5144,6.8700,0.6974,4.2611,4.2926,False,False,False,False,False,True
190,1142.8815,397.1461,742.6461,3.0894,0.0000,13.0309,1.6963,10.5300,2.9313,0.5992,6.8700,0.6946,4.6578,4.6404,False,False,False,False,False,True
191,1262.2967,425.5483,834.1538,2.5945,0.0000,10.4594,1.6511,10.5149,2.8532,0.5018,6.8700,0.6874,4.3549,4.1602,False,False,False,False,False,True
192,1146.2674,429.4292,714.3276,2.5106,0.0000,16.1596,1.9413,10.7665,3.3548,0.5501,6.8700,0.6808,4.6542,4.7179,False,False,False,False,False,False
193,1155.2251,434.4537,718.2779,2.4935,0.0000,16.5205,1.9627,10.7665,3.3917,0.5501,6.8700,0.6808,4.6542,4.7179,False,False,False,False,False,False
194,1443.2354,389.5879,1051.1988,2.4487,0.0000,11.7486,1.7028,9.5961,2.9426,0.5850,6.8700,0.7068,4.5085,4.5766,False,False,False,False,False,True
195,1124.9020,451.2900,671.6625,1.9495,0.0000,16.8828,1.9773,10.9120,3.4169,0.5463,6.8700,0.7088,4.2364,4.3264,False,False,False,False,False,False
196,1365.7127,384.7505,978.3651,2.5971,0.0000,11.7191,1.6916,9.7060,2.9232,0.5850,6.8700,0.7068,4.4805,4.5766,False,False,False,False,False,True
197,1269.6985,427.7355,839.1962,2.7669,0.0000,12.9086,1.8187,10.4321,3.1428,0.5134,6.8700,0.6837,4.5504,4.4260,False,False,False,False,False,True
198,1352.8376,384.0178,965.5338,3.2859,0.0000,15.0774,1.7953,9.9741,3.1025,0.6548,6.8700,0.6987,4.7119,4.4545,False,False,False,False,False,False
199,1547.2540,425.7256,1118.0017,3.5267,0.0000,10.5068,1.7017,10.2022,2.9407,0.4860,6.8700,0.6854,4.9641,4.0838,False,False,False,False,False,True
200,1362.2589,399.7160,959.5794,2.9635,0.0000,16.9005,1.9417,9.8629,3.3554,0.6323,6.8700,0.6809,4.7319,4.7045,False,False,False,False,False,False
201,1165.1668,421.9020,740.6764,2.5885,0.0000,14.5464,1.8430,10.7665,3.1849,0.5501,6.8700,0.6808,4.6542,4.5935,False,False,False,False,False,True
202,1122.1414,386.6048,732.4135,3.1231,0.0000,12.3087,1.6492,10.5300,2.8500,0.5992,6.8700,0.6946,4.6578,4.6404,False,False,False,False,False,True
203,1166.8990,421.6577,742.6528,2.5885,0.0000,14.5463,1.8430,10.7665,3.1849,0.5501,6.8700,0.6802,4.6542,4.5935,False,False,False,False,False,True
204,1336.8402,423.4591,910.8861,2.4951,0.0000,15.2531,1.9417,9.8631,3.3555,0.5654,6.8700,0.6982,4.4393,4.6423,False,False,False,False,False,True
205,1109.2933,428.4677,678.3220,2.5036,0.0000,18.0804,1.9633,10.5871,3.3927,0.6170,6.8700,0.6807,4.2909,4.6077,False,False,False,False,False,False
206,1149.3420,427.4122,719.2535,2.6762,0.0000,16.5218,1.9793,10.1909,3.4203,0.5717,6.8700,0.7075,4.1972,4.6689,False,False,False,False,False,False
207,1119.7788,429.8653,687.6022,2.3113,0.0000,12.0876,1.7248,10.7058,2.9805,0.5234,6.8700,0.6974,4.2635,4.4214,False,False,False,False,False,True
208,1014.6104,401.3923,610.6131,2.6050,0.0000,14.6131,1.8027,10.5137,3.1152,0.5946,6.8700,0.7081,4.2469,4.7188,False,False,False,False,False,True
209,1315.8444,393.6000,919.4432,2.8012,0.0000,12.8351,1.6823,9.9537,2.9072,0.6358,6.8700,0.6940,4.1893,4.1732,False,False,False,False,False,True
210,1267.5029,426.3093,838.7355,2.4581,0.0000,18.2214,1.9807,10.8870,3.4229,0.5929,6.8700,0.7075,4.6570,4.0850,False,False,False,False,False,False
211,1099.4884,441.6980,655.5585,2.2318,0.0000,15.6921,1.9188,10.6820,3.3159,0.5511,6.8700,0.6976,4.2435,4.5511,False,False,False,False,False,True
212,1142.5636,451.5024,689.0348,2.0264,0.0000,17.0332,1.9945,10.8133,3.4467,0.5463,6.8700,0.7088,4.2364,4.3354,False,False,False,False,False,False
213,1155.2611,428.4677,724.1330,2.6604,0.0000,18.0827,1.9633,10.5871,3.3927,0.6170,6.8700,0.6980,4.4514,4.5940,False,False,False,False,False,False
214,1124.1789,394.7787,726.3686,3.0316,0.0000,12.3850,1.6492,10.5978,2.8500,0.5992,6.8700,0.6943,4.6495,4.6404,False,False,False,False,False,True
215,1324.3973,434.4195,887.1153,2.8626,0.0000,17.5462,1.9817,10.5301,3.4245,0.5885,6.8700,0.7029,4.6688,4.3102,False,False,False,False,False,False
216,1349.2279,383.9295,962.0464,3.2519,0.0000,15.0683,1.7953,9.9677,3.1025,0.6548,6.8700,0.6987,4.6872,4.4545,False,False,False,False,False,False
217,1162.3492,419.4601,740.1231,2.7659,0.0000,17.2482,1.9676,10.1661,3.4001,0.6086,6.8700,0.6949,4.1985,4.5226,False,False,False,False,False,False
218,1131.9218,442.8961,687.0681,1.9576,0.0000,12.0853,1.7455,10.9817,3.0164,0.4960,6.8700,0.6974,4.2611,4.2310,False,False,False,False,False,True
219,1147.0024,429.5990,714.8934,2.5100,0.0000,16.1995,1.9437,10.7665,3.3589,0.5501,6.8700,0.6808,4.6556,4.7179,False,False,False,False,False,False
220,1393.4940,415.4764,975.0348,2.9828,0.0000,16.8767,1.9671,9.9424,3.3993,0.6086,6.8700,0.6949,4.7119,4.5223,False,False,False,False,False,False
221,1269.1261,412.8055,853.6313,2.6893,0.0000,15.0105,1.8913,10.2478,3.2683,0.5660,6.8700,0.6899,4.1967,4.0647,False,False,False,False,False,True
222,1133.4390,400.6455,729.8529,2.9406,0.0000,18.4082,1.9575,10.5040,3.3828,0.6381,6.8700,0.6937,4.5838,4.5768,False,False,False,False,False,False
223,1211.1777,408.6056,799.4719,3.1002,0.0000,15.3026,1.8178,10.1507,3.1413,0.6362,6.8700,0.6946,4.3555,4.5330,False,False,False,False,False,False
224,1047.3074,398.2005,646.1268,2.9800,0.0000,13.2369,1.6823,10.2773,2.9072,0.6358,6.8700,0.6929,4.1893,4.7205,False,False,False,False,False,True
225,1176.2758,389.1453,784.3066,2.8240,0.0000,14.7128,1.8278,9.9689,3.1587,0.6142,6.8700,0.6815,4.3701,4.6747,False,False,False,False,False,True
226,1173.8636,411.0486,759.7603,3.0548,0.0000,16.6553,1.9260,10.4550,3.3283,0.5964,6.8700,0.6966,4.7063,4.7099,False,False,False,False,False,False
227,1015.4137,428.7422,584.6327,2.0388,0.0000,16.0401,1.8971,10.9811,3.2783,0.5624,6.8700,0.7068,4.2989,4.6859,False,False,False,False,False,False
228,1166.4814,419.3655,744.3500,2.7659,0.0000,17.2379,1.9676,10.1598,3.4001,0.6086,6.8700,0.6947,4.2055,4.5232,False,False,False,False,False,False
229,1079.3995,379.6558,696.6662,3.0775,0.0000,13.7740,1.7017,10.1736,2.9407,0.6537,6.8700,0.7071,4.1983,4.5408,False,False,False,False,False,True
230,1189.3129,419.0557,767.4940,2.7631,0.0000,17.5497,1.9793,10.2234,3.4203,0.6085,6.8700,0.7077,4.1972,4.4113,False,False,False,False,False,False
231,1167.1033,421.7485,742.6398,2.7150,0.0000,16.8344,1.9676,10.1598,3.4001,0.5931,6.8700,0.6949,4.1985,4.5260,False,False,False,False,False,False
232,1090.4958,427.1774,660.8669,2.4516,0.0000,16.5925,1.8738,10.8128,3.2381,0.6090,6.8700,0.6979,4.4431,4.6077,False,False,False,False,False,False
233,1111.5671,395.3781,713.2057,2.9833,0.0000,15.2410,1.8386,10.2937,3.1772,0.6094,6.8700,0.6815,4.3701,4.6548,False,False,False,False,False,False
234,1023.0828,435.9318,585.1877,1.9633,0.0000,17.4968,1.9786,10.9984,3.4193,0.5626,6.8700,0.7090,4.2989,4.6859,False,False,False,False,False,False
235,1201.9129,421.9405,777.2461,2.7263,0.0000,15.2150,1.8977,10.2234,3.2794,0.5715,6.8700,0.7075,4.1972,4.4147,False,False,False,False,False,True
236,1067.7250,444.8851,620.8013,2.0385,0.0000,16.0140,1.9211,10.8832,3.3199,0.5511,6.8700,0.7082,4.2435,4.5511,False,False,False,False,False,False
237,1145.5057,451.3144,692.1630,2.0283,0.0000,16.9913,1.9921,10.8133,3.4426,0.5463,6.8700,0.6973,4.2364,4.3264,False,False,False,False,False,False
238,1119.6031,428.3265,688.6748,2.6018,0.0000,18.0670,1.9633,10.5775,3.3927,0.6170,6.8700,0.6980,4.3811,4.6077,False,False,False,False,False,False
239,1055.4091,423.1225,629.9402,2.3464,0.0000,11.8975,1.6896,10.7343,2.9197,0.5371,6.8700,0.6974,4.2635,4.6756,False,False,False,False,False,True
240,1213.9202,427.5134,783.7406,2.6662,0.0000,16.5945,1.9793,10.2176,3.4203,0.5729,6.8700,0.7075,4.1972,4.3976,False,False,False,False,False,False
241,1148.8707,430.0447,716.1949,2.6310,0.0000,17.8309,1.9633,10.5871,3.3927,0.6078,6.8700,0.6979,4.4431,4.6248,False,False,False,False,False,False
242,1188.7466,390.5272,795.2517,2.9678,0.0000,12.8545,1.6836,9.9537,2.9094,0.6358,6.8700,0.6929,4.3694,4.7205,False,False,False,False,False,True
243,1034.8426,394.5568,637.4832,2.8026,0.0000,15.0391,1.8266,10.2925,3.1565,0.6094,6.8700,0.6815,4.1907,4.6747,False,False,False,False,False,False
244,1539.9971,403.0189,1134.4743,2.5039,0.0000,16.9294,1.9956,9.5608,3.4486,0.6161,6.8700,0.7095,4.9283,4.6139,False,False,False,False,False,False
245,1153.9022,455.1251,696.7846,1.9925,0.0000,15.3847,1.9397,10.8133,3.3519,0.5195,6.8700,0.7080,4.2364,4.3264,False,False,False,False,False,True
246,1121.2869,430.7369,688.1712,2.3787,0.0000,11.7508,1.7248,10.6059,2.9805,0.5124,6.8700,0.6920,4.2635,4.5151,False,False,False,False,False,True
247,1180.3175,420.7949,756.6439,2.8788,0.0000,18.1626,1.9617,10.3424,3.3899,0.6362,6.8700,0.6954,4.3520,4.4916,False,False,False,False,False,False
248,1128.3766,451.4411,674.9562,1.9793,0.0000,17.0389,1.9945,10.8133,3.4467,0.5465,6.8700,0.7067,4.1822,4.3264,False,False,False,False,False,False
249,1144.8130,451.4411,691.3449,2.0270,0.0000,17.0389,1.9945,10.8133,3.4467,0.5465,6.8700,0.7067,4.2364,4.3264,False,False,False,False,False,False
250,1164.8896,420.2744,741.8656,2.7496,0.0000,17.4666,1.9804,10.1610,3.4222,0.6086,6.8700,0.6949,4.1985,4.5226,False,False,False,False,False,False
251,1207.8437,427.0622,778.1126,2.6689,0.0000,16.3545,1.9665,10.2221,3.3982,0.5717,6.8700,0.7075,4.1972,4.4147,False,False,False,False,False,False
252,1194.2246,411.4533,779.8967,2.8745,0.0000,13.8257,1.7536,10.5107,3.0303,0.5951,6.8700,0.7088,4.4753,4.3962,False,False,False,False,False,True
253,1165.6791,398.8205,764.1874,2.6711,0.0000,14.1795,1.7797,10.4680,3.0755,0.5946,6.8700,0.7081,4.2469,4.1716,False,False,False,False,False,True
254,986.0128,422.4982,561.4323,2.0823,0.0000,16.3232,1.8768,10.9971,3.2434,0.5859,6.8700,0.7090,4.2912,4.7527,False,False,False,False,False,False
255,1261.8396,437.5212,821.8961,2.4223,0.0000,15.7758,1.8966,10.8574,3.2774,0.5592,6.8700,0.6927,4.6018,4.1384,False,False,False,False,False,False
256,1428.1744,414.0308,1010.9268,3.2168,0.0000,14.9414,1.8913,10.2545,3.2683,0.5628,6.8700,0.6915,4.6894,4.0647,False,False,False,False,False,True
257,1146.0093,451.3404,692.6358,2.0332,0.0000,17.0289,1.9945,10.8067,3.4467,0.5465,6.8700,0.7067,4.2364,4.3264,False,False,False,False,False,False
258,1605.4074,378.9343,1224.5664,1.9067,0.0000,15.7724,1.9347,9.1657,3.3433,0.6378,6.8700,0.7049,4.9873,4.7427,False,False,False,False,False,True
259,1081.7859,419.9288,659.7159,2.1413,0.0000,14.5734,1.8248,10.8836,3.1534,0.5571,6.8700,0.6971,4.2613,4.3857,False,False,False,False,False,True
260,1077.3828,418.9130,656.1174,2.3524,0.0000,17.9081,1.9861,10.7111,3.4322,0.5883,6.8700,0.7090,4.3562,4.5488,False,False,False,False,False,False
261,1289.6584,425.8870,860.9488,2.8226,0.0000,11.9850,1.6997,10.5979,2.9373,0.5414,6.8700,0.7027,4.6056,4.3102,False,False,False,False,False,True
262,1118.7926,436.8522,679.9078,2.0326,0.0000,17.0332,1.9945,10.8133,3.4467,0.5463,6.8700,0.7088,4.2434,4.3264,False,False,False,False,False,False
263,1353.1910,384.0178,965.8859,3.2873,0.0000,15.0774,1.7953,9.9741,3.1025,0.6548,6.8700,0.6987,4.7133,4.4545,False,False,False,False,False,False
264,1345.1402,378.1292,963.6668,3.3443,0.0000,13.7518,1.7152,9.9741,2.9639,0.6548,6.8700,0.7072,4.7119,4.4545,False,False,False,False,False,True
265,1316.5478,424.1384,889.7336,2.6759,0.0000,17.8166,1.9807,10.6858,3.4229,0.5900,6.8700,0.6985,4.6570,4.0850,False,False,False,False,False,False
266,1125.7082,416.6613,706.6220,2.4249,0.0000,13.0060,1.8006,10.5137,3.1115,0.5251,6.8700,0.7090,4.2469,4.4123,False,False,False,False,False,True
267,1309.0734,433.3268,873.1565,2.5901,0.0000,16.0831,1.9814,10.2234,3.4240,0.5519,6.8700,0.7041,4.1972,4.1159,False,False,False,False,False,True
268,1180.0114,417.2141,760.1214,2.6759,0.0000,17.8176,1.9807,10.6858,3.4229,0.5900,6.8700,0.7069,4.6570,4.4993,False,False,False,False,False,False
269,1124.8878,451.2900,671.6484,1.9495,0.0000,16.8828,1.9773,10.9120,3.4169,0.5463,6.8700,0.7090,4.2364,4.3264,False,False,False,False,False,False
270,1136.8986,446.8747,687.9969,2.0270,0.0000,17.0389,1.9945,10.8133,3.4467,0.5465,6.8700,0.7067,4.2364,4.3233,False,False,False,False,False,False
271,1134.2911,427.0553,704.6227,2.6131,0.0000,17.5569,1.9676,10.3716,3.4001,0.6076,6.8700,0.6992,4.1985,4.5000,False,False,False,False,False,False
272,1170.7407,417.2141,750.8513,2.6752,0.0000,17.8176,1.9807,10.6858,3.4229,0.5900,6.8700,0.7071,4.6563,4.5050,False,False,False,False,False,False
273,1220.4841,417.8542,799.9874,2.6426,0.0000,17.0700,1.9671,10.0616,3.3993,0.6086,6.8700,0.6949,4.1985,4.5223,False,False,False,False,False,False
274,1012.3059,430.1413,580.1252,2.0394,0.0000,16.8314,1.9595,10.8836,3.3862,0.5571,6.8700,0.7044,4.2613,4.7746,False,False,False,False,False,False
275,1155.1257,409.9898,742.2696,2.8663,0.0000,14.9402,1.8329,10.1598,3.1674,0.6086,6.8700,0.6949,4.1985,4.5226,False,False,False,False,False,True
276,1392.0517,395.2907,993.3030,3.4580,0.0000,17.0829,1.8955,10.2478,3.2756,0.6476,6.8700,0.6929,4.7056,4.0647,False,False,False,False,False,False
277,1186.2132,409.7523,773.8430,2.6179,0.0000,11.3177,1.6823,9.9537,2.9072,0.5556,6.8700,0.6915,4.2115,4.7205,False,False,False,False,False,True
278,1152.6637,411.0868,738.5509,3.0261,0.0000,16.6378,1.9238,10.4682,3.3246,0.5964,6.8700,0.6966,4.6928,4.7726,False,False,False,False,False,False
279,1164.1291,419.2392,742.1300,2.7600,0.0000,17.2059,1.9658,10.1598,3.3970,0.6086,6.8700,0.6949,4.1985,4.5226,False,False,False,False,False,False
280,1310.2894,420.1298,886.6675,3.4921,0.0000,18.1670,1.9617,10.3449,3.3899,0.6362,6.8700,0.6964,4.9121,4.5099,False,False,False,False,False,False
281,1154.1008,412.7350,738.5505,2.8153,0.0000,13.5091,1.7199,10.5034,2.9721,0.6059,6.8700,0.7017,4.3619,4.4586,False,False,False,False,False,True
282,1078.5258,401.9697,673.8897,2.6664,0.0000,13.4546,1.6963,10.8863,2.9313,0.5992,6.8700,0.6946,4.6578,4.6404,False,False,False,False,False,True
283,1120.0361,436.8027,680.8293,2.4041,0.0000,15.6527,1.9188,10.5269,3.3159,0.5580,6.8700,0.6969,4.2435,4.5511,False,False,False,False,False,True
284,1065.5938,441.3684,622.1544,2.0710,0.0000,16.2987,1.9188,10.8832,3.3159,0.5634,6.8700,0.6976,4.2435,4.5349,False,False,False,False,False,False
285,1060.6733,444.6985,613.9583,2.0165,0.0000,15.9732,1.9188,10.8832,3.3159,0.5511,6.8700,0.6976,4.2157,4.5511,False,False,False,False,False,False
286,1259.4877,420.7918,835.4899,3.2060,0.0000,18.6536,1.9985,10.2269,3.4536,0.6362,6.8700,0.6955,4.5509,4.5150,False,False,False,False,False,False
287,1641.6662,414.8827,1224.5378,2.2456,0.0000,15.4365,1.9346,9.6654,3.3432,0.5899,6.8700,0.6887,4.3615,4.0650,False,False,False,False,False,True
288,1053.9981,429.5434,622.2703,2.1844,0.0000,16.0403,1.8971,10.9811,3.2783,0.5624,6.8700,0.7090,4.4704,4.6859,False,False,False,False,False,False
289,1188.1740,409.7670,775.5582,2.8488,0.0000,13.5371,1.7536,10.3673,3.0303,0.5901,6.8700,0.7078,4.3037,4.3962,False,False,False,False,False,True
290,1153.7911,433.8978,717.3942,2.4991,0.0000,16.5763,1.9627,10.7665,3.3917,0.5521,6.8700,0.6843,4.6542,4.7179,False,False,False,False,False,False
291,1063.3596,406.6802,654.0020,2.6774,0.0000,15.8812,1.8195,10.5328,3.1443,0.6361,6.8700,0.6808,4.2655,4.5768,False,False,False,False,False,False
292,1125.4426,405.6205,716.9138,2.9083,0.0000,18.1346,1.9727,10.4786,3.4090,0.6191,6.8700,0.6958,4.5754,4.6672,False,False,False,False,False,False
293,1417.6850,405.9511,1009.4911,2.2428,0.0000,12.2304,1.8027,9.8018,3.1152,0.5266,6.8700,0.7085,4.2469,4.1716,False,False,False,False,False,True
294,1184.8530,417.1957,764.9259,2.7315,0.0000,17.8157,1.9807,10.6845,3.4229,0.5900,6.8700,0.7083,4.7119,4.5468,False,False,False,False,False,False
295,1064.6310,409.4534,652.7837,2.3938,0.0000,12.1686,1.7041,10.7124,2.9449,0.5412,6.8700,0.7092,4.2930,4.5012,False,False,False,False,False,True
296,1048.6268,406.7401,639.4842,2.4024,0.0000,12.0348,1.6950,10.7111,2.9291,0.5412,6.8700,0.7090,4.2930,4.5488,False,False,False,False,False,True
297,1137.2655,443.4571,691.7043,2.1040,0.0000,17.6682,1.9873,10.8133,3.4343,0.5732,6.8700,0.7088,4.2364,4.2960,False,False,False,False,False,False
298,1102.0572,431.3973,668.2483,2.4116,0.0000,17.6550,1.9324,10.8128,3.3394,0.6090,6.8700,0.6979,4.4431,4.5956,False,False,False,False,False,False
299,1005.1206,434.2021,569.0082,1.9103,0.0000,13.7501,1.8496,10.9780,3.1962,0.5024,6.8700,0.6928,4.2839,4.7645,False,False,False,False,False,True
300,1151.4779,410.5621,737.8759,3.0399,0.0000,16.7290,1.9260,10.4606,3.3283,0.5989,6.8700,0.6966,4.6928,4.7726,False,False,False,False,False,False
301,1131.4939,395.9273,732.3321,3.2345,0.0000,14.9760,1.7740,10.4572,3.0656,0.6356,6.8700,0.6964,4.6928,4.7726,False,False,False,False,False,False
