id,Resistance,Rv,Ri,Rr,Rincli,Comfort,LWL,BWL,Draft,Displacement,AWP,LCB,LCF,best,constraint1,constraint2,constraint3,constraint4,constraint5,valid
147,1805.8036,260.8968,295.1163,1231.9973,17.7932,0.2075,10.8301,2.5707,0.4900,5.1530,19.5206,4.9557,4.0484,-2344.1964,False,False,False,False,False,True
148,1805.8036,260.8968,295.1163,1231.9973,17.7932,0.2075,10.8301,2.5707,0.4900,5.1530,19.5206,4.9557,4.0484,-2344.1964,False,False,False,False,False,True
149,1756.1754,254.7058,287.0789,1196.7129,17.6779,0.2364,10.8732,2.5012,0.5541,5.6756,18.5194,4.2662,4.3156,-2971.8246,False,False,False,False,False,True
150,1756.1754,254.7058,287.0789,1196.7129,17.6779,0.2364,10.8732,2.5012,0.5541,5.6756,18.5194,4.2662,4.3156,-2971.8246,False,False,False,False,False,True
151,1350.9702,200.6916,290.0529,849.1108,11.1148,0.1936,10.6394,2.0400,0.4893,3.4902,15.2387,4.8937,4.6767,-2521.0298,True,False,False,False,False,False
152,1350.9702,200.6916,290.0529,849.1108,11.1148,0.1936,10.6394,2.0400,0.4893,3.4902,15.2387,4.8937,4.6767,-2521.0298,True,False,False,False,False,False
153,1441.2623,220.1751,295.4770,913.9808,11.6294,0.2243,10.8066,2.0104,0.4850,4.0103,15.0097,4.9560,4.3145,-3044.7377,True,False,False,False,False,False
154,1441.2623,220.1751,295.4770,913.9808,11.6294,0.2243,10.8066,2.0104,0.4850,4.0103,15.0097,4.9560,4.3145,-3044.7377,True,False,False,False,False,False
155,1816.5424,245.7815,280.7846,1272.6643,17.3120,0.3180,10.6943,2.0104,0.6896,5.6428,14.8335,4.2807,4.1559,-4543.4576,True,False,False,False,False,False
156,1816.5424,245.7815,280.7846,1272.6643,17.3120,0.3180,10.6943,2.0104,0.6896,5.6428,14.8335,4.2807,4.1559,-4543.4576,True,False,False,False,False,False
157,1287.5195,213.1335,295.3463,768.3550,10.6846,0.2296,10.8772,2.0104,0.4954,4.1229,14.8934,4.2666,4.1559,-3304.4805,True,False,False,False,False,False
158,1287.5195,213.1335,295.3463,768.3550,10.6846,0.2296,10.8772,2.0104,0.4954,4.1229,14.8934,4.2666,4.1559,-3304.4805,True,False,False,False,False,False
159,1876.5967,262.4393,281.9719,1313.1211,19.0643,0.2351,10.6798,2.5012,0.5541,5.5747,18.4279,4.2798,4.3156,-2825.4033,False,False,False,False,False,True
160,1876.5967,262.4393,281.9719,1313.1211,19.0643,0.2351,10.6798,2.5012,0.5541,5.5747,18.4279,4.2798,4.3156,-2825.4033,False,False,False,False,False,True
161,1743.3665,255.3337,287.3924,1183.0847,17.5557,0.2372,10.8851,2.5012,0.5541,5.6991,18.5372,4.2129,4.3156,-3000.6335,False,False,False,False,False,True
162,1743.3665,255.3337,287.3924,1183.0847,17.5557,0.2372,10.8851,2.5012,0.5541,5.6991,18.5372,4.2129,4.3156,-3000.6335,False,False,False,False,False,True
163,1832.6345,216.3224,267.6827,1330.0193,18.6100,0.2498,10.2495,2.1653,0.6531,4.7516,15.3339,4.2643,4.3126,-3163.3655,False,False,False,False,False,True
164,1832.6345,216.3224,267.6827,1330.0193,18.6100,0.2498,10.2495,2.1653,0.6531,4.7516,15.3339,4.2643,4.3126,-3163.3655,False,False,False,False,False,True
165,3526.2627,327.5676,283.5716,2877.3461,37.7774,0.2690,10.7093,3.2640,0.7229,9.1056,24.5750,4.9731,4.5337,-1853.7373,False,False,False,False,False,True
166,3526.2627,327.5676,283.5716,2877.3461,37.7774,0.2690,10.7093,3.2640,0.7229,9.1056,24.5750,4.9731,4.5337,-1853.7373,False,False,False,False,False,True
167,3163.2775,317.8777,277.3692,2532.7593,35.2714,0.2327,10.6307,3.3560,0.6324,8.1308,25.0413,4.9731,4.0675,-1490.7225,False,False,False,False,False,True
168,3163.2775,317.8777,277.3692,2532.7593,35.2714,0.2327,10.6307,3.3560,0.6324,8.1308,25.0413,4.9731,4.0675,-1490.7225,False,False,False,False,False,True
169,3474.9282,344.5814,286.7685,2806.1972,37.3811,0.2682,10.8294,3.3404,0.7230,9.4329,25.3632,4.9557,4.5147,-1889.0718,False,False,False,False,False,True
170,3474.9282,344.5814,286.7685,2806.1972,37.3811,0.2682,10.8294,3.3404,0.7230,9.4329,25.3632,4.9557,4.5147,-1889.0718,False,False,False,False,False,True
171,1920.7873,247.0704,283.2232,1373.1793,17.3144,0.3151,10.8083,2.0104,0.6793,5.6339,15.0379,4.8951,4.1555,-4381.2127,True,False,False,False,False,False
172,1920.7873,247.0704,283.2232,1373.1793,17.3144,0.3151,10.8083,2.0104,0.6793,5.6339,15.0379,4.8951,4.1555,-4381.2127,True,False,False,False,False,False
173,1340.0481,200.2782,290.0845,838.6989,10.9866,0.1929,10.6406,2.0400,0.4893,3.4784,15.2308,4.8225,4.6767,-2517.9519,True,False,False,False,False,False
174,1340.0481,200.2782,290.0845,838.6989,10.9866,0.1929,10.6406,2.0400,0.4893,3.4784,15.2308,4.8225,4.6767,-2517.9519,True,False,False,False,False,False
175,2254.7327,268.2163,283.5197,1678.7947,24.2020,0.2936,10.7107,2.5012,0.7218,6.9735,18.2420,4.2096,4.3156,-3617.2673,False,False,False,False,False,True
176,2254.7327,268.2163,283.5197,1678.7947,24.2020,0.2936,10.7107,2.5012,0.7218,6.9735,18.2420,4.2096,4.3156,-3617.2673,False,False,False,False,False,True
177,2665.0300,312.0240,286.9442,2037.0487,29.0131,0.2168,10.8718,3.2640,0.5552,7.4144,24.9508,4.9970,4.5337,-1670.9700,False,False,False,False,False,True
178,2665.0300,312.0240,286.9442,2037.0487,29.0131,0.2168,10.8718,3.2640,0.5552,7.4144,24.9508,4.9970,4.5337,-1670.9700,False,False,False,False,False,True
179,2219.0858,268.1378,279.1374,1648.2278,23.5828,0.2781,10.6846,2.5396,0.6568,6.7293,18.4820,4.2677,4.3155,-3342.9142,False,False,False,False,False,True
180,2219.0858,268.1378,279.1374,1648.2278,23.5828,0.2781,10.6846,2.5396,0.6568,6.7293,18.4820,4.2677,4.3155,-3342.9142,False,False,False,False,False,True
181,1395.4722,196.7430,279.9960,905.6094,13.1238,0.1867,10.2614,2.1653,0.4880,3.5542,15.3460,4.2095,4.3126,-2338.5278,False,False,False,False,False,True
182,1395.4722,196.7430,279.9960,905.6094,13.1238,0.1867,10.2614,2.1653,0.4880,3.5542,15.3460,4.2095,4.3126,-2338.5278,False,False,False,False,False,True
183,3453.8231,327.0471,283.5716,2805.4776,37.7268,0.2691,10.7093,3.2608,0.7229,9.0967,24.5512,4.9731,4.3059,-1928.1769,False,False,False,False,False,True
184,3453.8231,327.0471,283.5716,2805.4776,37.7268,0.2691,10.7093,3.2608,0.7229,9.0967,24.5512,4.9731,4.3059,-1928.1769,False,False,False,False,False,True
185,2331.2865,268.5946,279.1374,1759.9271,23.6275,0.2779,10.6846,2.5428,0.6568,6.7377,18.5061,4.2677,4.5432,-3226.7135,False,False,False,False,False,True
186,2331.2865,268.5946,279.1374,1759.9271,23.6275,0.2779,10.6846,2.5428,0.6568,6.7377,18.5061,4.2677,4.5432,-3226.7135,False,False,False,False,False,True
187,1628.2598,228.8982,283.5575,1101.1631,14.6409,0.2702,10.8210,2.0104,0.6793,4.8357,15.0460,4.8144,4.1555,-3775.7402,True,False,False,False,False,False
188,1628.2598,228.8982,283.5575,1101.1631,14.6409,0.2702,10.8210,2.0104,0.6793,4.8357,15.0460,4.8144,4.1555,-3775.7402,True,False,False,False,False,False
189,2130.4708,233.6090,267.6903,1607.5733,21.5981,0.2913,10.2498,2.1653,0.6531,5.5412,15.3322,4.2205,4.3126,-3695.5292,False,False,False,False,False,True
190,2130.4708,233.6090,267.6903,1607.5733,21.5981,0.2913,10.2498,2.1653,0.6531,5.5412,15.3322,4.2205,4.3126,-3695.5292,False,False,False,False,False,True
191,1784.7692,254.7058,287.0789,1224.9527,18.0318,0.2364,10.8732,2.5012,0.5541,5.6756,18.5194,4.4709,4.2077,-2943.2308,False,False,False,False,False,True
192,1784.7692,254.7058,287.0789,1224.9527,18.0318,0.2364,10.8732,2.5012,0.5541,5.6756,18.5194,4.4709,4.2077,-2943.2308,False,False,False,False,False,True
193,2012.0311,244.6995,282.7404,1465.9264,18.6648,0.2976,10.8260,2.1596,0.6532,5.8596,16.1514,4.9572,4.3126,-3939.9689,True,False,False,False,False,False
194,2012.0311,244.6995,282.7404,1465.9264,18.6648,0.2976,10.8260,2.1596,0.6532,5.8596,16.1514,4.9572,4.3126,-3939.9689,True,False,False,False,False,False
195,1750.3378,218.3237,268.6564,1246.2168,17.1409,0.2634,10.2525,2.0163,0.6792,4.5587,14.2805,4.2095,4.3145,-3517.6622,True,False,False,False,False,False
196,1750.3378,218.3237,268.6564,1246.2168,17.1409,0.2634,10.2525,2.0163,0.6792,4.5587,14.2805,4.2095,4.3145,-3517.6622,True,False,False,False,False,False
197,1795.8273,216.5054,268.0876,1292.8494,18.3849,0.2497,10.2650,2.1653,0.6531,4.7544,15.3550,4.2095,4.3056,-3198.1727,False,False,False,False,False,True
198,1795.8273,216.5054,268.0876,1292.8494,18.3849,0.2497,10.2650,2.1653,0.6531,4.7544,15.3550,4.2095,4.3056,-3198.1727,False,False,False,False,False,True
199,1356.9173,200.3750,289.9545,855.4867,11.1010,0.1930,10.6358,2.0400,0.4893,3.4800,15.2335,4.8922,4.6837,-2503.0827,True,False,False,False,False,False
200,1356.9173,200.3750,289.9545,855.4867,11.1010,0.1930,10.6358,2.0400,0.4893,3.4800,15.2335,4.8922,4.6837,-2503.0827,True,False,False,False,False,False
201,2101.6849,240.1163,277.7908,1563.8845,19.8933,0.2929,10.6409,2.1596,0.6476,5.6977,15.8772,4.9572,4.3195,-3756.3151,False,False,False,False,False,True
202,2101.6849,240.1163,277.7908,1563.8845,19.8933,0.2929,10.6409,2.1596,0.6476,5.6977,15.8772,4.9572,4.3195,-3756.3151,False,False,False,False,False,True
203,1305.6182,204.3580,294.0156,796.8546,10.3900,0.1966,10.8245,2.0400,0.4949,3.5880,15.5019,4.8922,4.6698,-2626.3818,True,False,False,False,False,False
204,1305.6182,204.3580,294.0156,796.8546,10.3900,0.1966,10.8245,2.0400,0.4949,3.5880,15.5019,4.8922,4.6698,-2626.3818,True,False,False,False,False,False
205,1760.4459,221.3627,278.0373,1245.2733,15.7726,0.2600,10.6394,2.0400,0.6596,4.6891,15.0018,4.8922,4.6767,-3439.5541,True,False,False,False,False,False
206,1760.4459,221.3627,278.0373,1245.2733,15.7726,0.2600,10.6394,2.0400,0.6596,4.6891,15.0018,4.8922,4.6767,-3439.5541,True,False,False,False,False,False
207,1375.5925,196.0694,281.0143,885.5386,12.9703,0.1847,10.2614,2.1653,0.4828,3.5162,15.5921,4.2095,4.3126,-2318.4075,False,False,False,False,False,True
208,1375.5925,196.0694,281.0143,885.5386,12.9703,0.1847,10.2614,2.1653,0.4828,3.5162,15.5921,4.2095,4.3126,-2318.4075,False,False,False,False,False,True
209,3166.7368,324.9818,282.4668,2524.4681,34.8201,0.2497,10.8260,3.3376,0.6327,8.7698,24.9718,4.9557,4.3197,-1827.2632,False,False,False,False,False,True
210,3166.7368,324.9818,282.4668,2524.4681,34.8201,0.2497,10.8260,3.3376,0.6327,8.7698,24.9718,4.9557,4.3197,-1827.2632,False,False,False,False,False,True
211,1884.0459,249.0428,282.8272,1334.6181,17.5578,0.2797,10.8294,2.1625,0.6531,5.5172,16.4132,4.9572,4.0413,-3709.9541,True,False,False,False,False,False
212,1884.0459,249.0428,282.8272,1334.6181,17.5578,0.2797,10.8294,2.1625,0.6531,5.5172,16.4132,4.9572,4.0413,-3709.9541,True,False,False,False,False,False
213,2780.3156,314.3141,285.7903,2148.6628,31.5484,0.2178,10.8244,3.3746,0.5541,7.7637,24.8746,4.9423,4.3197,-1575.6844,False,False,False,False,False,True
214,2780.3156,314.3141,285.7903,2148.6628,31.5484,0.2178,10.8244,3.3746,0.5541,7.7637,24.8746,4.9423,4.3197,-1575.6844,False,False,False,False,False,True
215,1963.8398,262.9578,283.7401,1397.1328,20.0091,0.2713,10.8748,2.4641,0.6327,6.3863,18.5198,4.2790,4.3155,-3462.1602,False,False,False,False,False,True
216,1963.8398,262.9578,283.7401,1397.1328,20.0091,0.2713,10.8748,2.4641,0.6327,6.3863,18.5198,4.2790,4.3155,-3462.1602,False,False,False,False,False,True
217,1460.2020,217.4934,294.1580,936.8760,11.6747,0.2282,10.8094,2.0104,0.4920,4.0810,15.0299,4.8254,4.6644,-3103.7980,True,False,False,False,False,False
218,1460.2020,217.4934,294.1580,936.8760,11.6747,0.2282,10.8094,2.0104,0.4920,4.0810,15.0299,4.8254,4.6644,-3103.7980,True,False,False,False,False,False
219,1751.9208,227.5130,278.6730,1229.4689,16.2658,0.2667,10.6394,2.0400,0.6766,4.8092,15.2387,4.8922,4.1678,-3582.0792,True,False,False,False,False,False
220,1751.9208,227.5130,278.6730,1229.4689,16.2658,0.2667,10.6394,2.0400,0.6766,4.8092,15.2387,4.8922,4.1678,-3582.0792,True,False,False,False,False,False
221,1818.2752,244.9261,282.7950,1273.0666,17.4875,0.2984,10.8265,2.1596,0.6549,5.8752,16.1515,4.2798,4.3126,-4149.7248,True,False,False,False,False,False
222,1818.2752,244.9261,282.7950,1273.0666,17.4875,0.2984,10.8265,2.1596,0.6549,5.8752,16.1515,4.2798,4.3126,-4149.7248,True,False,False,False,False,False
223,1934.6856,254.4459,287.2275,1374.2340,18.7782,0.2357,10.8727,2.5012,0.5524,5.6579,18.5194,4.9429,4.3156,-2779.3144,False,False,False,False,False,True
224,1934.6856,254.4459,287.2275,1374.2340,18.7782,0.2357,10.8727,2.5012,0.5524,5.6579,18.5194,4.9429,4.3156,-2779.3144,False,False,False,False,False,True
225,1997.1954,236.5241,283.1010,1459.4676,18.1027,0.3125,10.7156,2.0095,0.7152,5.5496,15.1184,4.8926,4.5332,-4252.8046,True,False,False,False,False,False
226,1997.1954,236.5241,283.1010,1459.4676,18.1027,0.3125,10.7156,2.0095,0.7152,5.5496,15.1184,4.8926,4.5332,-4252.8046,True,False,False,False,False,False
227,2274.4605,281.2258,288.4332,1678.8283,25.9732,0.1666,10.6332,3.3320,0.4970,5.7663,24.9075,4.9727,4.6771,-1057.5395,False,False,False,False,False,True
228,2274.4605,281.2258,288.4332,1678.8283,25.9732,0.1666,10.6332,3.3320,0.4970,5.7663,24.9075,4.9727,4.6771,-1057.5395,False,False,False,False,False,True
229,2641.4278,276.3463,282.9928,2054.9079,27.1809,0.3023,10.7177,2.5396,0.7131,7.3327,18.5641,4.9050,4.3155,-3404.5722,False,False,False,False,False,True
230,2641.4278,276.3463,282.9928,2054.9079,27.1809,0.3023,10.7177,2.5396,0.7131,7.3327,18.5641,4.9050,4.3155,-3404.5722,False,False,False,False,False,True
231,1736.6262,229.1455,279.1402,1212.8367,15.5039,0.2874,10.6825,2.0095,0.6589,5.0940,15.0528,4.2553,4.5332,-4011.3738,True,False,False,False,False,False
232,1736.6262,229.1455,279.1402,1212.8367,15.5039,0.2874,10.6825,2.0095,0.6589,5.0940,15.0528,4.2553,4.5332,-4011.3738,True,False,False,False,False,False
233,3519.6807,327.3886,283.4656,2871.1175,37.7090,0.2686,10.7093,3.2640,0.7216,9.0900,24.5750,4.9731,4.5337,-1852.3193,False,False,False,False,False,True
234,3519.6807,327.3886,283.4656,2871.1175,37.7090,0.2686,10.7093,3.2640,0.7216,9.0900,24.5750,4.9731,4.5337,-1852.3193,False,False,False,False,False,True
235,1901.3137,247.1417,283.3145,1353.6350,17.2225,0.3157,10.8094,2.0104,0.6805,5.6447,15.0299,4.8254,4.1555,-4412.6863,True,False,False,False,False,False
236,1901.3137,247.1417,283.3145,1353.6350,17.2225,0.3157,10.8094,2.0104,0.6805,5.6447,15.0299,4.8254,4.1555,-4412.6863,True,False,False,False,False,False
237,2005.7398,248.9945,282.6260,1455.8335,18.2859,0.3309,10.6838,2.0104,0.7197,5.8686,14.8199,4.2802,4.5328,-4612.2602,True,False,False,False,False,False
238,2005.7398,248.9945,282.6260,1455.8335,18.2859,0.3309,10.6838,2.0104,0.7197,5.8686,14.8199,4.2802,4.5328,-4612.2602,True,False,False,False,False,False
239,2362.7191,291.6047,290.2012,1753.8574,27.0558,0.1860,10.7093,3.2640,0.4986,6.2966,24.5750,4.9731,4.1568,-1357.2809,False,False,False,False,False,True
240,2362.7191,291.6047,290.2012,1753.8574,27.0558,0.1860,10.7093,3.2640,0.4986,6.2966,24.5750,4.9731,4.1568,-1357.2809,False,False,False,False,False,True
241,1363.0504,219.6325,290.0943,841.6743,11.6494,0.2283,10.6838,2.0104,0.4954,4.0496,14.8199,4.2802,4.1550,-3202.9496,True,False,False,False,False,False
242,1363.0504,219.6325,290.0943,841.6743,11.6494,0.2283,10.6838,2.0104,0.4954,4.0496,14.8199,4.2802,4.1550,-3202.9496,True,False,False,False,False,False
243,1943.3741,246.7699,283.4547,1395.8459,17.3036,0.3143,10.8171,2.0104,0.6793,5.6218,15.0234,4.9572,4.3154,-4342.6259,True,False,False,False,False,False
244,1943.3741,246.7699,283.4547,1395.8459,17.3036,0.3143,10.8171,2.0104,0.6793,5.6218,15.0234,4.9572,4.3154,-4342.6259,True,False,False,False,False,False
